questions,queries,answers
in 2005 how high is the share of electric vehicles in zollikon?,SELECT T1.share_electric_cars         FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Zollikon' AND T1.year = 2005,0.0
"in 2005, how much is the share of electric vehicles in zollikon?",SELECT T1.share_electric_cars         FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Zollikon' AND T1.year = 2005,0.0
the share of electric vehicles in zollikon is in 2005?,SELECT T1.share_electric_cars         FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Zollikon' AND T1.year = 2005,0.0
how much is the share of electric vehicles in zollikon 2005?,SELECT T1.share_electric_cars         FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Zollikon' AND T1.year = 2005,0.0
which municipality has the highest electric vehicle share?,SELECT T2.name         FROM spatialunit AS T2         JOIN share_electric_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.share_electric_cars DESC LIMIT 1,0.3
which municipality has the highest number of electric vehicles?,SELECT T2.name         FROM spatialunit AS T2         JOIN share_electric_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.share_electric_cars DESC LIMIT 1,0.3
which municipality has the minimum volume of electric vehicles?,SELECT T2.name         FROM spatialunit AS T2         JOIN share_electric_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.share_electric_cars ASC LIMIT 1,0.0
which municipality has the minimum electric vehicles?,SELECT T2.name         FROM spatialunit AS T2         JOIN share_electric_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.share_electric_cars ASC LIMIT 1,0.0
which municipality has the minimum amount of electric vehicles?,SELECT T2.name         FROM spatialunit AS T2         JOIN share_electric_cars AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.share_electric_cars ASC LIMIT 1,0.0
"what are the highest, lowest and most efficient share of electric vehicles?","SELECT MAX(T1.share_electric_cars::numeric),         MIN(T1.share_electric_cars::numeric), AVG(T1.share_electric_cars::numeric)         FROM share_electric_cars AS T1","[0.3, 0.0, 0.01]"
"what are the highest, lowest and average electric vehicles?","SELECT MAX(T1.share_electric_cars::numeric),         MIN(T1.share_electric_cars::numeric), AVG(T1.share_electric_cars::numeric)         FROM share_electric_cars AS T1","[0.3, 0.0, 0.01]"
"which are the highest, lowest and the average share of electric vehicles?","SELECT MAX(T1.share_electric_cars::numeric),         MIN(T1.share_electric_cars::numeric), AVG(T1.share_electric_cars::numeric)         FROM share_electric_cars AS T1","[0.3, 0.0, 0.01]"
"what are the highest, the lowest and the average share of electric vehicles?","SELECT MAX(T1.share_electric_cars::numeric),         MIN(T1.share_electric_cars::numeric), AVG(T1.share_electric_cars::numeric)         FROM share_electric_cars AS T1","[0.3, 0.0, 0.01]"
"what is the highest, lowest and the average share of electric vehicles?","SELECT MAX(T1.share_electric_cars::numeric),         MIN(T1.share_electric_cars::numeric), AVG(T1.share_electric_cars::numeric)         FROM share_electric_cars AS T1","[0.3, 0.0, 0.01]"
how many municipalities have a share of electric vehicles above 0 per year?,"SELECT T1.year, COUNT(*)         FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.share_electric_cars::numeric > 0.0 AND T2.type_id = 1         GROUP BY T1.year",11
how many municipalities have a share of electric vehicles higher than 0 per year?,"SELECT T1.year, COUNT(*)         FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.share_electric_cars::numeric > 0.0 AND T2.type_id = 1         GROUP BY T1.year",11
how many municipalities have a share of electric vehicles higher than 0.0 a year?,"SELECT T1.year, COUNT(*)         FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.share_electric_cars::numeric > 0.0 AND T2.type_id = 1         GROUP BY T1.year",11
how high is the total electricity use in the canton of zurich in the 2005?,SELECT T1.share_electric_cars FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2005,0.0
how high is the total share of electric vehicles in the canton of zurich in 2005?,SELECT T1.share_electric_cars FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2005,0.0
how high is the total share of electric vehicles in the canton of zurich in the year 2005?,SELECT T1.share_electric_cars FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2005,0.0
"in 2005, how much is the total share of electric vehicles in the canton of zurich?",SELECT T1.share_electric_cars FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2005,0.0
"in 2005, how high is the total share of electric vehicles in the canton of zurich?",SELECT T1.share_electric_cars FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2005,0.0
in 2005 how high is the total share of electric vehicles in the canton of zurich?,SELECT T1.share_electric_cars FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2005,0.0
how high is the total number of electric vehicles in the canton of zurich in the year 2005?,SELECT T1.share_electric_cars FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 8 AND T1.year = 2005,0.0
which region had the lowest share of electric vehicles in 2005?,SELECT T2.name         FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2005         ORDER BY T1.share_electric_cars         LIMIT 1,0.0
in which region had the lowest share of electric vehicles in 2005?,SELECT T2.name         FROM share_electric_cars AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.type_id = 4 AND T1.year = 2005         ORDER BY T1.share_electric_cars         LIMIT 1,0.0
how high is the share of hybrid vehicles in the 2014 newly registered vehicles in schleinikon?,SELECT T1.new_hybrid_car_registrations         FROM new_hybrid_car_registrations AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Schleinikon' AND T1.year = 2014,0.0
how high is the percentage of the hybrid vehicles in schleinikon in 2014?,SELECT T1.new_hybrid_car_registrations         FROM new_hybrid_car_registrations AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Schleinikon' AND T1.year = 2014,0.0
how high is the share of hybrid vehicles in the newly registered cars in schleinikon in 2014?,SELECT T1.new_hybrid_car_registrations         FROM new_hybrid_car_registrations AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Schleinikon' AND T1.year = 2014,0.0
how high is the share of hybrid vehicles within the newly registered cars in schleinikon 2014?,SELECT T1.new_hybrid_car_registrations         FROM new_hybrid_car_registrations AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Schleinikon' AND T1.year = 2014,0.0
how much hybrid vehicles is in 2014 among newly registered cars in schleinikon?,SELECT T1.new_hybrid_car_registrations         FROM new_hybrid_car_registrations AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Schleinikon' AND T1.year = 2014,0.0
how high is the share of the hybrid vehicles in 2014 within newly registered cars in schleinikon?,SELECT T1.new_hybrid_car_registrations         FROM new_hybrid_car_registrations AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Schleinikon' AND T1.year = 2014,0.0
wie high is the share of hybrid vehicles within newly registered cars in schleinikon in 2014?,SELECT T1.new_hybrid_car_registrations         FROM new_hybrid_car_registrations AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Schleinikon' AND T1.year = 2014,0.0
in 2014 how high is the share of hybrid vehicles within newly registered cars in schleinikon?,SELECT T1.new_hybrid_car_registrations         FROM new_hybrid_car_registrations AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T2.name LIKE 'Schleinikon' AND T1.year = 2014,0.0
which municipality has the highest share of the hybrid vehicles — registered in the newly registered cars?,SELECT T2.name         FROM spatialunit AS T2         JOIN new_hybrid_car_registrations AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.new_hybrid_car_registrations DESC LIMIT 1,14.3
which municipality has the highest share of hybrid vehicles in the newly registered cars?,SELECT T2.name         FROM spatialunit AS T2         JOIN new_hybrid_car_registrations AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.new_hybrid_car_registrations DESC LIMIT 1,14.3
which municipality has the highest share of hybrid vehicles in new car registrations?,SELECT T2.name         FROM spatialunit AS T2         JOIN new_hybrid_car_registrations AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.new_hybrid_car_registrations DESC LIMIT 1,14.3
which municipality has the highest share of hybrid vehicles within newly registered cars?,SELECT T2.name         FROM spatialunit AS T2         JOIN new_hybrid_car_registrations AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.new_hybrid_car_registrations DESC LIMIT 1,14.3
which municipality has the highest share of hybrid vehicles in newly registered cars?,SELECT T2.name         FROM spatialunit AS T2         JOIN new_hybrid_car_registrations AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.new_hybrid_car_registrations DESC LIMIT 1,14.3
which municipality has the minimum number of hybrid vehicles within the newly registered cars?,SELECT T2.name         FROM spatialunit AS T2         JOIN new_hybrid_car_registrations AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.new_hybrid_car_registrations ASC LIMIT 1,0.0
which municipality has the minimum share of hybrid vehicles within newly registered vehicles?,SELECT T2.name         FROM spatialunit AS T2         JOIN new_hybrid_car_registrations AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.new_hybrid_car_registrations ASC LIMIT 1,0.0
which municipality has the minimum share of hybrid vehicles within newly registered cars?,SELECT T2.name         FROM spatialunit AS T2         JOIN new_hybrid_car_registrations AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.new_hybrid_car_registrations ASC LIMIT 1,0.0
which municipality has the minimum hybrid vehicle share within the newly registered cars?,SELECT T2.name         FROM spatialunit AS T2         JOIN new_hybrid_car_registrations AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.new_hybrid_car_registrations ASC LIMIT 1,0.0
which municipality has the minimum percentage of hybrid vehicles in the newly registered cars?,SELECT T2.name         FROM spatialunit AS T2         JOIN new_hybrid_car_registrations AS T1 ON T2.spatialunit_id = T1.spatialunit_id         ORDER BY T1.new_hybrid_car_registrations ASC LIMIT 1,0.0
"what are the highest, lowest and average share of hybrid vehicles within newly registered cars?","SELECT MAX(T1.new_hybrid_car_registrations::numeric),         MIN(T1.new_hybrid_car_registrations::numeric), AVG(T1.new_hybrid_car_registrations::numeric)         FROM new_hybrid_car_registrations AS T1","[14.3, 0.0, 2.48]"
"what is the highest, lowest and average share of hybrid vehicles within newly registered cars?","SELECT MAX(T1.new_hybrid_car_registrations::numeric),         MIN(T1.new_hybrid_car_registrations::numeric), AVG(T1.new_hybrid_car_registrations::numeric)         FROM new_hybrid_car_registrations AS T1","[14.3, 0.0, 2.48]"
"what are the highest, the lowest and the average share of hybrid cars in the newly registered cars?","SELECT MAX(T1.new_hybrid_car_registrations::numeric),         MIN(T1.new_hybrid_car_registrations::numeric), AVG(T1.new_hybrid_car_registrations::numeric)         FROM new_hybrid_car_registrations AS T1","[14.3, 0.0, 2.48]"
"what are the highest, lowest and average shares of hybrid vehicles in newly registered vehicles?","SELECT MAX(T1.new_hybrid_car_registrations::numeric),         MIN(T1.new_hybrid_car_registrations::numeric), AVG(T1.new_hybrid_car_registrations::numeric)         FROM new_hybrid_car_registrations AS T1","[14.3, 0.0, 2.48]"
"what is the highest, lowest and the average share of hybrids within newly registered cars?","SELECT MAX(T1.new_hybrid_car_registrations::numeric),         MIN(T1.new_hybrid_car_registrations::numeric), AVG(T1.new_hybrid_car_registrations::numeric)         FROM new_hybrid_car_registrations AS T1","[14.3, 0.0, 2.48]"
"what are the highest, lowest and average shares of hybrid vehicles in newly registered cars?","SELECT MAX(T1.new_hybrid_car_registrations::numeric),         MIN(T1.new_hybrid_car_registrations::numeric), AVG(T1.new_hybrid_car_registrations::numeric)         FROM new_hybrid_car_registrations AS T1","[14.3, 0.0, 2.48]"
how many municipalities have a share of hybrid vehicles within newly registered cars that is higher than 0.0 per year?,"SELECT T1.year, COUNT(*)         FROM new_hybrid_car_registrations AS T1         JOIN spatialunit AS T2 ON T1.spatialunit_id = T2.spatialunit_id         WHERE T1.new_hybrid_car_registrations::numeric > 0.0 AND T2.type_id = 1         GROUP BY T1.year",143
